item_id,title,clean_title,genres
1421,My Crazy Life (Mi vida loca) (1993),crazy life vida loca,Drama
1422,Suture (1993),suture,"Film-Noir, Thriller"
1423,"Walking Dead, The (1995)",walking dead,"Drama, War"
1424,I Like It Like That (1994),like like,"Comedy, Drama, Romance"
1425,I'll Do Anything (1994),ill anything,"Comedy, Drama"
1426,Grace of My Heart (1996),grace heart,"Comedy, Drama"
1427,Drunks (1995),drunks,Drama
1428,SubUrbia (1997),suburbia,Comedy
1429,Sliding Doors (1998),sliding doors,"Drama, Romance"
1430,Ill Gotten Gains (1997),ill gotten gains,Drama
1431,Legal Deceit (1997),legal deceit,Thriller
1432,"Mighty, The (1998)",mighty,Drama
1433,Men of Means (1998),men means,"Action, Drama"
1434,Shooting Fish (1997),shooting fish,Romance
1435,"Steal Big, Steal Little (1995)",steal big steal little,Comedy
1436,Mr. Jones (1993),jones,"Drama, Romance"
1437,House Party 3 (1994),house party,Comedy
1438,Panther (1995),panther,Drama
1439,Jason's Lyric (1994),jasons lyric,"Crime, Drama"
1440,Above the Rim (1994),rim,Drama
1441,Moonlight and Valentino (1995),moonlight valentino,"Drama, Romance"
1442,"Scarlet Letter, The (1995)",scarlet letter,Drama
1443,8 Seconds (1994),seconds,Drama
1444,That Darn Cat! (1965),darn cat,"Children, Comedy, Mystery"
1445,Ladybird Ladybird (1994),ladybird ladybird,Drama
1446,"Bye Bye, Love (1995)",bye bye love,Comedy
1447,Century (1993),century,Drama
1448,My Favorite Season (1993),favorite season,Drama
1449,Pather Panchali (1955),pather panchali,Drama
1450,Golden Earrings (1947),golden earrings,"Adventure, Romance"
1451,Foreign Correspondent (1940),foreign correspondent,Thriller
1452,Lady of Burlesque (1943),lady burlesque,"Comedy, Mystery"
1453,Angel on My Shoulder (1946),angel shoulder,"Crime, Drama"
1454,Angel and the Badman (1947),angel badman,Western
1455,"Outlaw, The (1943)",outlaw,Western
1456,Beat the Devil (1954),beat devil,"Comedy, Drama"
1457,Love Is All There Is (1996),love,"Comedy, Drama"
1458,"Damsel in Distress, A (1937)",damsel distress,"Comedy, Musical, Romance"
1459,Madame Butterfly (1995),madame butterfly,Musical
1460,Sleepover (1995),sleepover,"Comedy, Drama"
1461,Here Comes Cookie (1935),comes cookie,Comedy
1462,"Thieves (Voleurs, Les) (1996)",thieves voleurs les,"Crime, Drama, Romance"
1463,"Boys, Les (1997)",boys les,Comedy
1464,"Stars Fell on Henrietta, The (1995)",stars fell henrietta,Drama
1465,Last Summer in the Hamptons (1995),last summer hamptons,"Comedy, Drama"
1466,Margaret's Museum (1995),margarets museum,Drama
1467,"Saint of Fort Washington, The (1993)",saint fort washington,Drama
1468,"Cure, The (1995)",cure,Drama
1469,Tom and Huck (1995),tom huck,"Adventure, Children"
1470,Gumby: The Movie (1995),gumby movie,"Animation, Children"
1471,Hideaway (1995),hideaway,Thriller
1472,"Visitors, The (Visiteurs, Les) (1993)",visitors visiteurs les,"Comedy, Sci-Fi"
1473,"Little Princess, The (1939)",little princess,"Children, Drama"
1474,Nina Takes a Lover (1994),nina takes lover,"Comedy, Romance"
1475,Bhaji on the Beach (1993),bhaji beach,"Comedy, Drama"
1476,Raw Deal (1948),raw deal,Film-Noir
1477,Nightwatch (1997),nightwatch,"Horror, Thriller"
1478,Dead Presidents (1995),dead presidents,"Action, Crime, Drama"
1479,Reckless (1995),reckless,Comedy
1480,Herbie Rides Again (1974),herbie rides,"Adventure, Children, Comedy"
1481,S.F.W. (1994),sfw,Drama
1482,"Gate of Heavenly Peace, The (1995)",gate heavenly peace,Documentary
1483,"Man in the Iron Mask, The (1998)",man iron mask,"Action, Drama, Romance"
1484,"Jerky Boys, The (1994)",jerky boys,"Action, Comedy"
1485,"Colonel Chabert, Le (1994)",colonel chabert,"Drama, Romance, War"
1486,Girl in the Cadillac (1995),girl cadillac,Drama
1487,Even Cowgirls Get the Blues (1993),even cowgirls get blues,"Comedy, Romance"
1488,Germinal (1993),germinal,Drama
1489,Chasers (1994),chasers,Comedy
1490,Fausto (1993),fausto,Comedy
1491,Tough and Deadly (1995),tough deadly,"Action, Drama, Thriller"
1492,Window to Paris (1994),window paris,Comedy
1493,"Modern Affair, A (1995)",modern affair,Romance
1494,"Mostro, Il (1994)",mostro,Comedy
1495,Flirt (1995),flirt,Drama
1496,Carpool (1996),carpool,"Comedy, Crime"
1497,"Line King: Al Hirschfeld, The (1996)",line king hirschfeld,Documentary
1498,Farmer & Chase (1995),farmer chase,Comedy
1499,Grosse Fatigue (1994),grosse fatigue,Comedy
1500,Santa with Muscles (1996),santa muscles,Comedy
1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),prisoner mountains kavkazsky plennik,War
1502,Naked in New York (1994),naked new york,"Comedy, Romance"
1503,Gold Diggers: The Secret of Bear Mountain (1995),gold diggers secret bear mountain,"Adventure, Children"
1504,"Bewegte Mann, Der (1994)",bewegte mann der,Comedy
1505,Killer: A Journal of Murder (1995),killer journal murder,"Crime, Drama"
1506,Nelly & Monsieur Arnaud (1995),nelly monsieur arnaud,Drama
1507,Three Lives and Only One Death (1996),three lives one death,Comedy
1508,"Babysitter, The (1995)",babysitter,"Drama, Thriller"
1509,Getting Even with Dad (1994),getting even dad,Comedy
1510,Mad Dog Time (1996),mad dog time,Crime
1511,Children of the Revolution (1996),children revolution,Comedy
1512,"World of Apu, The (Apur Sansar) (1959)",world apu apur sansar,Drama
1513,Sprung (1997),sprung,Comedy
1514,Dream With the Fishes (1997),dream fishes,Drama
1515,Wings of Courage (1995),wings courage,"Adventure, Romance"
1516,"Wedding Gift, The (1994)",wedding gift,Drama
1517,Race the Sun (1996),race sun,Drama
1518,Losing Isaiah (1995),losing isaiah,Drama
1519,New Jersey Drive (1995),new jersey drive,"Crime, Drama"
1520,"Fear, The (1995)",fear,Horror
1521,Mr. Wonderful (1993),wonderful,"Comedy, Romance"
1522,Trial by Jury (1994),trial jury,Thriller
1523,"Good Man in Africa, A (1994)",good man africa,"Action, Adventure"
1524,Kaspar Hauser (1993),kaspar hauser,Drama
1525,"Object of My Affection, The (1998)",object affection,"Comedy, Romance"
1526,Witness (1985),witness,"Drama, Romance, Thriller"
1527,Senseless (1998),senseless,Comedy
1528,Nowhere (1997),nowhere,Drama
1529,Underground (1995),underground,War
1530,Jefferson in Paris (1995),jefferson paris,Drama
1531,Far From Home: The Adventures of Yellow Dog (1995),far home adventures yellow dog,"Adventure, Children"
1532,Foreign Student (1994),foreign student,Drama
1533,I Don't Want to Talk About It (De eso no se habla) (1993),dont want talk eso habla,Drama
1534,Twin Town (1997),twin town,"Comedy, Crime"
1535,"Enfer, L' (1994)",enfer,Drama
1536,Aiqing wansui (1994),aiqing wansui,Drama
1537,Cosi (1996),cosi,Comedy
1538,All Over Me (1997),,Drama
1539,Being Human (1993),human,Drama
1540,"Amazing Panda Adventure, The (1995)",amazing panda adventure,"Adventure, Children"
1541,"Beans of Egypt, Maine, The (1994)",beans egypt maine,Drama
1542,"Scarlet Letter, The (1926)",scarlet letter,Drama
1543,Johns (1996),johns,Drama
1544,It Takes Two (1995),takes two,Comedy
1545,Frankie Starlight (1995),frankie starlight,"Drama, Romance"
1546,Shadows (Cienie) (1988),shadows cienie,Drama
1547,"Show, The (1995)",show,Documentary
1548,The Courtyard (1995),courtyard,"Action, Thriller"
1549,Dream Man (1995),dream man,Thriller
1550,Destiny Turns on the Radio (1995),destiny turns radio,Comedy
1551,"Glass Shield, The (1994)",glass shield,Drama
1552,"Hunted, The (1995)",hunted,Action
1553,"Underneath, The (1995)",underneath,"Mystery, Thriller"
1554,Safe Passage (1994),safe passage,Drama
1555,"Secret Adventures of Tom Thumb, The (1993)",secret adventures tom thumb,"Adventure, Children"
1556,Condition Red (1995),condition red,"Action, Drama, Thriller"
1557,Yankee Zulu (1994),yankee zulu,"Comedy, Drama"
1558,Aparajito (1956),aparajito,Drama
1559,Hostile Intentions (1994),hostile intentions,"Action, Drama, Thriller"
1560,Clean Slate (Coup de Torchon) (1981),clean slate coup torchon,Crime
1561,Tigrero: A Film That Was Never Made (1994),tigrero film never made,"Documentary, Drama"
1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",eye vichy oeil vichy,Documentary
1563,"Promise, The (Versprechen, Das) (1994)",promise versprechen das,Romance
1564,To Cross the Rubicon (1991),cross rubicon,Drama
1565,Daens (1992),daens,Drama
1566,"Man from Down Under, The (1943)",man,Drama
1567,Careful (1992),careful,Comedy
1568,Vermont Is For Lovers (1992),vermont lovers,"Comedy, Romance"
1569,"Vie est belle, La (Life is Rosey) (1987)",vie est belle life rosey,"Comedy, Drama"
1570,Quartier Mozart (1992),quartier mozart,Comedy
1571,Touki Bouki (Journey of the Hyena) (1973),touki bouki journey hyena,Drama
1572,Wend Kuuni (God's Gift) (1982),wend kuuni gods gift,Drama
1573,Spirits of the Dead (Tre passi nel delirio) (1968),spirits dead tre passi nel delirio,Horror
1574,Pharaoh's Army (1995),pharaohs army,War
1575,"I, Worst of All (Yo, la peor de todas) (1990)",worst peor todas,Drama
1576,"Hungarian Fairy Tale, A (1987)",hungarian fairy tale,Fantasy
1577,"Death in the Garden (Mort en ce jardin, La) (1956)",death garden mort jardin,Drama
1578,"Collectionneuse, La (1967)",collectionneuse,Drama
1579,Baton Rouge (1988),baton rouge,Thriller
1580,Liebelei (1933),liebelei,Romance
1581,"Woman in Question, The (1950)",woman question,Mystery
1582,T-Men (1947),tmen,Film-Noir
1583,"Invitation, The (Zaproszenie) (1986)",invitation zaproszenie,Drama
1584,"Symphonie pastorale, La (1946)",symphonie pastorale,Drama
1585,American Dream (1990),american dream,Documentary
1586,Lashou shentan (1992),lashou shentan,"Action, Crime, Drama"
1587,Terror in a Texas Town (1958),terror texas town,Western
1588,Salut cousin! (1996),salut cousin,"Comedy, Drama"
1589,Schizopolis (1996),schizopolis,Comedy
1590,"To Have, or Not (1995)",,Drama
1591,Duoluo tianshi (1995),duoluo tianshi,Drama
1592,"Magic Hour, The (1998)",magic hour,Drama
1593,Death in Brunswick (1991),death brunswick,Comedy
1594,Everest (1998),everest,Documentary
1595,Shopping (1994),shopping,"Action, Thriller"
1596,Nemesis 2: Nebula (1995),nemesis nebula,"Action, Sci-Fi, Thriller"
1597,Romper Stomper (1992),romper stomper,"Action, Drama"
1598,City of Industry (1997),city industry,"Crime, Thriller"
1599,Someone Else's America (1995),someone elses america,Drama
1600,Guantanamera (1994),guantanamera,Comedy
1601,Office Killer (1997),office killer,Thriller
1602,"Price Above Rubies, A (1998)",price rubies,Drama
1603,Angela (1995),angela,Drama
1604,He Walked by Night (1948),walked night,"Crime, Film-Noir, Thriller"
1605,Love Serenade (1996),love serenade,Comedy
1606,Deceiver (1997),deceiver,Crime
1607,Hurricane Streets (1998),hurricane streets,Drama
1608,Buddy (1997),buddy,"Adventure, Children, Drama"
1609,B*A*P*S (1997),baps,Comedy
1610,"Truth or Consequences, N.M. (1997)",truth consequences,"Action, Crime, Romance"
1611,Intimate Relations (1996),intimate relations,Comedy
1612,"Leading Man, The (1996)",leading man,Romance
1613,Tokyo Fist (1995),tokyo fist,"Action, Drama"
1614,"Reluctant Debutante, The (1958)",reluctant debutante,"Comedy, Drama"
1615,Warriors of Virtue (1997),warriors virtue,"Action, Adventure, Children, Fantasy"
1616,Desert Winds (1995),desert winds,Drama
1617,Hugo Pool (1997),hugo pool,Romance
1618,King of New York (1990),king new york,"Action, Crime"
1619,All Things Fair (1996),things fair,Drama
1620,"Sixth Man, The (1997)",sixth man,Comedy
1621,Butterfly Kiss (1995),butterfly kiss,Thriller
1622,"Paris, France (1993)",paris france,Comedy
1623,"Cérémonie, La (1995)",cérémonie,Drama
1624,Hush (1998),hush,Thriller
1625,Nightwatch (1997),nightwatch,"Horror, Thriller"
1626,Nobody Loves Me (Keiner liebt mich) (1994),nobody loves keiner liebt mich,"Comedy, Drama"
1627,"Wife, The (1995)",wife,"Comedy, Drama"
1628,Lamerica (1994),lamerica,Drama
1629,Nico Icon (1995),nico icon,Documentary
1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",silence palace saimt qusur,Drama
1631,"Slingshot, The (1993)",slingshot,"Comedy, Drama"
1632,Land and Freedom (Tierra y libertad) (1995),land freedom tierra libertad,War
1633,Á köldum klaka (Cold Fever) (1994),köldum klaka cold fever,"Comedy, Drama"
1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),etz hadomim tafus domin tree,Drama
1635,Two Friends (1986) ,two friends,Drama
1636,Brothers in Trouble (1995),brothers trouble,Drama
1637,Girls Town (1996),girls town,Drama
1638,Normal Life (1996),normal life,"Crime, Drama"
1639,Bitter Sugar (Azucar Amargo) (1996),bitter sugar azucar amargo,Drama
1640,"Eighth Day, The (1996)",eighth day,Drama
1641,Dadetown (1995),dadetown,Documentary
1642,Some Mother's Son (1996),mothers son,Drama
1643,Angel Baby (1995),angel baby,Drama
1644,Sudden Manhattan (1996),sudden manhattan,Comedy
1645,"Butcher Boy, The (1998)",butcher boy,Drama
1646,Men With Guns (1997),men guns,"Action, Drama"
1647,Hana-bi (1997),hanabi,"Comedy, Crime, Drama"
1648,"Niagara, Niagara (1997)",niagara niagara,Drama
1649,"Big One, The (1997)",big one,"Comedy, Documentary"
1650,"Butcher Boy, The (1998)",butcher boy,Drama
1651,"Spanish Prisoner, The (1997)",spanish prisoner,"Drama, Thriller"
1652,Temptress Moon (Feng Yue) (1996),temptress moon feng yue,Romance
1653,Entertaining Angels: The Dorothy Day Story (1996),entertaining angels dorothy day story,Drama
1654,Chairman of the Board (1998),chairman board,Comedy
1655,"Favor, The (1994)",favor,"Comedy, Romance"
1656,Little City (1998),little city,"Comedy, Romance"
1657,Target (1995),target,"Action, Drama"
1658,"Substance of Fire, The (1996)",substance fire,Drama
1659,Getting Away With Murder (1996),getting away murder,Comedy
1660,Small Faces (1995),small faces,Drama
1661,"New Age, The (1994)",new age,Drama
1662,Rough Magic (1995),rough magic,"Drama, Romance"
1663,Nothing Personal (1995),nothing personal,"Drama, War"
1664,8 Heads in a Duffel Bag (1997),heads duffel bag,Comedy
1665,"Brother's Kiss, A (1997)",brothers kiss,Drama
1666,Ripe (1996),ripe,Drama
1667,"Next Step, The (1995)",next step,Drama
1668,Wedding Bell Blues (1996),wedding bell blues,Comedy
1669,MURDER and murder (1996),murder murder,"Crime, Drama, Mystery"
1670,Tainted (1998),tainted,"Comedy, Thriller"
1671,"Further Gesture, A (1996)",gesture,Drama
1672,Kika (1993),kika,Drama
1673,Mirage (1995),mirage,"Action, Thriller"
1674,Mamma Roma (1962),mamma roma,Drama
1675,"Sunchaser, The (1996)",sunchaser,Drama
1676,"War at Home, The (1996)",war home,Drama
1677,Sweet Nothing (1995),sweet nothing,Drama
1678,Mat' i syn (1997),mat syn,Drama
1679,B. Monkey (1998),monkey,"Romance, Thriller"
1680,Sliding Doors (1998),sliding doors,"Drama, Romance"
1681,You So Crazy (1994),crazy,Comedy
1682,Scream of Stone (Schrei aus Stein) (1991),scream stone schrei aus stein,Drama
